id,q_content
b3877,Are the lights in the room broken or malfunctioning?
b3878,Is the broccoli frozen or fresh?
b3879,What is he eating?
b3880,What is he observing?
b3881,What are these young people doing?
b3882,Why is there a cartoon on the screen?
b3883,Does the driver of the motorcycle own the bike?
b3884,How long has the motorcycle driver been driving motorcycles?
b3885,"If you were to go on an exotic vacation to Africa, what kind of things would you want to see/do?"
b3886,What are ways that we can care for young animals in the wild?
b3887,What city is this man visiting?
b3888,What is the woman selling?
b3889,Do you think this man ever gets scared?
b3890,Do you think the suit this man is wearing would protect him from a shark bite?
b3891,Why take a picture of yourself in a mirror?
b3892,What exactly are we suppose to be looking at in this picture?
b3893,why do you think they are reacting they way they are?
b3894,who do you think is talking to them?
b3895,Who is shooting the arrows?
b3896,What is in the orange box?
b3897,Is this some sort of camera the male is holding?
b3898,Are these two people related or lovers?
b3899,Do you think the man is lowering something or raising something in the container?
b3900,Do you think this is a food product he is tending to?
b3901,Are these girls cooperating or competing?
b3902,Are they learning real-life skills or only playing?
b3903,What is the population of this bird in this area?
b3904,Do you have to obtain a hunting license in this country?
b3905,Who are these men?
b3906,What event are they preparing for?
b3907,Are they commuting to work?
b3908,Are the two on the scooter related to each other?
b3911,How high up is this skier
b3912,What is the building in the background
b3913,Which one is the best surfer?
b3914,What is the name of that beach?
b3915,Ever wonder why a store would mix up rustic wooden benches with modern red plastic seats?
b3916,Is the lady posing for the picture or is she tired of walking?
b3917,What are they watching on TV?
b3918,Are they playing a video game?
b3919,Where is the truck going?
b3920,What is the temperature outside?
b3921,Is the young woman happy with what she is reading?
b3922,Is the woman using a QR Code to decide what she wants to eat?
b3923,Name some important people in your life that you looked up to as a kid
b3924,What were your favorite hobbies as a kid?
b3925,How long will the kite stay in the air?
b3926,Will others come and fly their kites as well?
b3927,How old is the skier?
b3928,Is the skier going to land the jump?
b3929,What year do you think this photo was taken?
b3930,Could this be a photo from a school yearbook?
b3931,Is this person an elephant trainer?
b3932,Was this elephant rescued from a circus?
b3933,How are these two men related to each other?
b3934,Explain who won the match and why you think this.
b3935,Are these two men related (father and son)?
b3936,Did they just finish playing a game of tennis?
b3937,Where have all the guests gone?
b3938,Are the bride and groom happy with their finished cake?
b3939,How many donuts did the box contain originally?
b3940,Which type of donut(s) have been eaten?
b3941,Is this man about to fall off his surfboard?
b3942,Where is this area where the water is so dirty?
b3943,Are the dogs friendly?
b3944,Are the dogs service dogs?
b3945,"Considering the age of the kid, are these types of celebrations more for the family than the kid?"
b3946,Should siblings also receive a small gift when it is not their birthday or is that creating some strange sense of entitlement? 
b3947,What is the gentleman looking at?
b3948,Where is the owner of the dog?
b3949,What are the couple taking pictures of?
b3950,Are they even a couple?
b3951,Do you have any special tips for packing your bags before a trip?
b3952,What is the best way to fold t-shirts?
b3953,What Park is this?
b3954,How old is the little girl?
b3955,Do the beach goers know the kite boarder?
b3956,How fast is the wind blowing?
b3957,What is the emotional intelligence level of this man? 
b3958,In is the overall demeanor of this man? 
b3959,Why does teddy get the pillow?
b3960,"What time is naptime for toys?
"
b3961,Is this a personal bathroom or at a resort?
b3962,Is that a shower where the stone is?
b3963,Where do these flowers grow best?
b3964,How often do these flowers bloom?
b3965,Did they win the competition? 
b3966,How long have they been competing?
b3967,Where was this photo taken?
b3968,What time of year was this?
b3969,What is the final destination for this load?
b3970,Is this located at a border crossing?
b3971,What do the symbols on the stop sign mean?
b3972,Where do you think it's located?
b3973,How fast is he going?
b3974,How tall is the skier?
b3975,Do you have a home office?
b3976,Do you own or rent?
b3977,Do you think the locks on this door are sturdy?
b3978,Do you think this woman likes sports?
b3979,What ocean does this take place?
b3980,Do the waves get any bigger?
b3981,Is the man in his own backyard?
b3982,Did the man paint the bench he is sitting on?
b3983,What's the relationship of the two people in this photo?
b3984,Is this a place this pair visit often?
b3985,Where is this train station?
b3986,Is the train on schedule?
b3987,Is this a competitive event?
b3988,What angle is this picture taken from?
b3989,Why are all the towels sitting on the sink?
b3990,What is the purpose of this picture?
b3991,Why is she dressed so strangely?
b3992,What is the location where this picture was taken?
b3993,do you think these people know each other?
b3994,do you think they are going to the same place? (looks to be an office building)
b3995,Why is there only one horse in the picture?
b3996,What is the horses name?
b3997,What is the blue and white item on the far right?
b3998,How old is the girl in the picture?
b3999,Where is the best place to dirt bike?
b4000,Do you race competitively?
b4001,What's the special event that has engendered this expression?
b4002,Are we play fighting with something like a Wii?
b4003,Is there a wide variety of foods on the menu at this restaurant?
b4004,Is this at a full service restaurant or a food truck with tables?
b4005,Is this an event where the road is closed?
b4006,What country/state is this?
b4007,Why would this male be carrying two backpacks on his bicycle?
b4008,Was this picture taken in the United States or another country?
b4009,Are these people related
b4010,Why is the a TV so old fashioned
b4011,Is this supposed to be a meatball sub?
b4012,Where is this food venue located?
b4013,Why are so many of the seats in the stadium empty?
